home_team,away_team,home_goals,away_goals,date,league_slug
Palestine,Turkmenistan,0,0,2012-03-10,international-afc-challenge-cup
Philippines,India,2,0,2012-03-11,international-afc-challenge-cup
Tajikistan,North Korea,0,2,2012-03-11,international-afc-challenge-cup
Maldives,Palestine,0,2,2012-03-12,international-afc-challenge-cup
Nepal,Turkmenistan,0,3,2012-03-12,international-afc-challenge-cup
North Korea,India,4,0,2012-03-13,international-afc-challenge-cup
Tajikistan,Philippines,1,2,2012-03-13,international-afc-challenge-cup
North Korea,Palestine,2,0,2012-03-16,international-afc-challenge-cup
Turkmenistan,Philippines,2,1,2012-03-16,international-afc-challenge-cup
Philippines,Palestine,4,3,2012-03-19,international-afc-challenge-cup
Turkmenistan,North Korea,1,2,2012-03-19,international-afc-challenge-cup
Chile,Peru,3,1,2012-03-21,international-copa-del-pacífico
French Guiana,Guyana,1,0,2012-03-21,international-friendly
Jamaica,Costa Rica,0,0,2012-03-21,international-friendly
French Guiana,Guyana,0,2,2012-03-22,international-friendly
Alderney,Guernsey,0,7,2012-03-24,international-muratti-vase
Egypt,Uganda,2,1,2012-03-29,international-friendly
Occitania,Sápmi,3,2,2012-03-30,international-friendly
Egypt,Chad,4,0,2012-03-31,international-friendly
Guadeloupe,Martinique,0,1,2012-04-07,international-friendly
Costa Rica,Honduras,1,1,2012-04-11,international-friendly
Peru,Chile,0,3,2012-04-11,international-copa-del-pacífico
Egypt,Nigeria,3,2,2012-04-12,international-friendly
Egypt,Mauritania,3,0,2012-04-15,international-friendly
Egypt,Iraq,0,0,2012-04-17,international-friendly
Iran,Mauritania,2,0,2012-04-18,international-friendly
Guatemala,Paraguay,0,1,2012-04-25,international-friendly
Malaysia,Sri Lanka,6,0,2012-04-28,international-friendly
Iran,Mozambique,3,0,2012-05-02,international-friendly
Martinique,Guyana,2,2,2012-05-02,international-friendly
Guadeloupe,Guyana,1,2,2012-05-04,international-friendly
Sealand,Chagos Islands,1,3,2012-05-05,international-friendly
Jersey,Guernsey,0,2,2012-05-06,international-muratti-vase
Lebanon,Egypt,1,4,2012-05-11,international-friendly
Angola,Zambia,0,0,2012-05-16,international-friendly
Jamaica,Guyana,1,0,2012-05-18,international-friendly
Lebanon,Jordan,1,2,2012-05-18,international-friendly
Egypt,Cameroon,2,1,2012-05-20,international-friendly
Panama,Guyana,2,0,2012-05-20,international-friendly
Albania,Qatar,2,1,2012-05-22,international-friendly
Egypt,Togo,3,0,2012-05-22,international-friendly
Latvia,Poland,0,1,2012-05-22,international-friendly
Botswana,Lesotho,3,0,2012-05-23,international-friendly
El Salvador,New Zealand,2,2,2012-05-23,international-friendly
Iraq,Sierra Leone,1,0,2012-05-23,international-friendly
Japan,Azerbaijan,2,0,2012-05-23,international-friendly
Libya,Rwanda,2,0,2012-05-23,international-friendly
Peru,Nigeria,1,0,2012-05-23,international-friendly
Venezuela,Moldova,4,0,2012-05-23,international-friendly
Georgia,Turkey,1,3,2012-05-24,international-friendly
Belgium,Montenegro,2,2,2012-05-25,international-friendly
Costa Rica,Guatemala,3,2,2012-05-25,international-friendly
Croatia,Estonia,3,1,2012-05-25,international-friendly
Morocco,Senegal,0,1,2012-05-25,international-friendly
Russia,Uruguay,1,1,2012-05-25,international-friendly
Algeria,Niger,3,0,2012-05-26,international-friendly
Burkina Faso,Benin,2,2,2012-05-26,international-friendly
Czech Republic,Israel,2,1,2012-05-26,international-friendly
Denmark,Brazil,1,3,2012-05-26,international-friendly
El Salvador,Moldova,2,0,2012-05-26,international-friendly
Finland,Turkey,3,2,2012-05-26,international-friendly
Greece,Slovenia,1,1,2012-05-26,international-friendly
Guinea,Cameroon,1,2,2012-05-26,international-friendly
Honduras,New Zealand,0,1,2012-05-26,international-friendly
Republic of Ireland,Bosnia and Herzegovina,1,0,2012-05-26,international-friendly
Jordan,Sierra Leone,4,0,2012-05-26,international-friendly
Mozambique,Namibia,0,0,2012-05-26,international-friendly
Netherlands,Bulgaria,1,2,2012-05-26,international-friendly
Norway,England,0,1,2012-05-26,international-friendly
Poland,Slovakia,1,0,2012-05-26,international-friendly
Portugal,North Macedonia,0,0,2012-05-26,international-friendly
Spain,Serbia,2,0,2012-05-26,international-friendly
Switzerland,Germany,5,3,2012-05-26,international-friendly
Tanzania,Malawi,0,0,2012-05-26,international-friendly
United States,Scotland,5,1,2012-05-26,international-friendly
Albania,Iran,1,0,2012-05-27,international-friendly
Chad,Libya,0,1,2012-05-27,international-friendly
France,Iceland,3,2,2012-05-27,international-friendly
Jamaica,Panama,0,1,2012-05-27,international-friendly
Mexico,Wales,2,0,2012-05-27,international-friendly
Oman,Lebanon,1,1,2012-05-27,international-friendly
Tunisia,Rwanda,5,1,2012-05-27,international-friendly
Iraq,Botswana,1,1,2012-05-28,international-friendly
Qatar,Palestine,0,0,2012-05-28,international-friendly
Ukraine,Estonia,4,0,2012-05-28,international-friendly
Angola,North Macedonia,0,0,2012-05-29,international-friendly
Bulgaria,Turkey,0,2,2012-05-29,international-friendly
Lithuania,Russia,0,0,2012-05-29,international-friendly
Azerbaijan,Andorra,0,0,2012-05-30,international-friendly
Chad,Rwanda,1,1,2012-05-30,international-friendly
Netherlands,Slovakia,2,0,2012-05-30,international-friendly
Spain,South Korea,4,1,2012-05-30,international-friendly
Sweden,Iceland,3,2,2012-05-30,international-friendly
Switzerland,Romania,0,1,2012-05-30,international-friendly
United States,Brazil,1,4,2012-05-30,international-friendly
Armenia,Greece,0,1,2012-05-31,international-friendly
France,Serbia,2,0,2012-05-31,international-friendly
Germany,Israel,2,0,2012-05-31,international-friendly
Mexico,Bosnia and Herzegovina,2,1,2012-05-31,international-friendly
Austria,Ukraine,3,2,2012-06-01,international-friendly
Czech Republic,Hungary,1,2,2012-06-01,international-friendly
Egypt,Mozambique,2,0,2012-06-01,international-fifa-world-cup-qualification
Estonia,Finland,1,2,2012-06-01,international-baltic-cup
Ghana,Lesotho,7,0,2012-06-01,international-fifa-world-cup-qualification
Guatemala,Costa Rica,1,0,2012-06-01,international-friendly
Hong Kong,Singapore,1,0,2012-06-01,international-friendly
Italy,Russia,0,3,2012-06-01,international-friendly
Kazakhstan,Kyrgyzstan,5,2,2012-06-01,international-friendly
Latvia,Lithuania,5,0,2012-06-01,international-baltic-cup
Malaysia,Philippines,0,0,2012-06-01,international-friendly
Panama,Jamaica,2,1,2012-06-01,international-friendly
Puerto Rico,Nicaragua,3,1,2012-06-01,international-friendly
Samoa,Tahiti,1,10,2012-06-01,international-oceania-nations-cup
Vanuatu,New Caledonia,2,5,2012-06-01,international-oceania-nations-cup
Algeria,Rwanda,4,0,2012-06-02,international-fifa-world-cup-qualification
Argentina,Ecuador,4,0,2012-06-02,international-fifa-world-cup-qualification
Bolivia,Chile,0,2,2012-06-02,international-fifa-world-cup-qualification
Burkina Faso,Congo,0,3,2012-06-02,international-fifa-world-cup-qualification
Cameroon,DR Congo,1,0,2012-06-02,international-fifa-world-cup-qualification
Central African Republic,Botswana,2,0,2012-06-02,international-fifa-world-cup-qualification
Denmark,Australia,2,0,2012-06-02,international-friendly
El Salvador,Honduras,0,3,2012-06-02,international-friendly
England,Belgium,1,0,2012-06-02,international-friendly
Fiji,New Zealand,0,1,2012-06-02,international-oceania-nations-cup
Gambia,Morocco,1,1,2012-06-02,international-fifa-world-cup-qualification
Ivory Coast,Tanzania,2,0,2012-06-02,international-fifa-world-cup-qualification
Kenya,Malawi,0,0,2012-06-02,international-fifa-world-cup-qualification
Luxembourg,Malta,0,2,2012-06-02,international-friendly
Netherlands,Northern Ireland,6,0,2012-06-02,international-friendly
Norway,Croatia,1,1,2012-06-02,international-friendly
Poland,Andorra,4,0,2012-06-02,international-friendly
Portugal,Turkey,1,3,2012-06-02,international-friendly
Senegal,Liberia,3,1,2012-06-02,international-fifa-world-cup-qualification
Sierra Leone,Cape Verde,2,1,2012-06-02,international-fifa-world-cup-qualification
Solomon Islands,Papua New Guinea,1,0,2012-06-02,international-oceania-nations-cup
Sudan,Zambia,0,3,2012-06-02,international-fifa-world-cup-qualification
Tunisia,Equatorial Guinea,3,1,2012-06-02,international-fifa-world-cup-qualification
Uruguay,Venezuela,1,1,2012-06-02,international-fifa-world-cup-qualification
Angola,Uganda,1,1,2012-06-03,international-fifa-world-cup-qualification
Benin,Mali,1,0,2012-06-03,international-fifa-world-cup-qualification
Canada,United States,0,0,2012-06-03,international-friendly
Estonia,Lithuania,1,0,2012-06-03,international-baltic-cup
Finland,Latvia,1,1,2012-06-03,international-baltic-cup
Japan,Oman,3,0,2012-06-03,international-fifa-world-cup-qualification
Jordan,Iraq,1,1,2012-06-03,international-fifa-world-cup-qualification
Lebanon,Qatar,0,1,2012-06-03,international-fifa-world-cup-qualification
Mexico,Brazil,2,0,2012-06-03,international-friendly
Niger,Gabon,3,0,2012-06-03,international-fifa-world-cup-qualification
Nigeria,Namibia,1,0,2012-06-03,international-fifa-world-cup-qualification
Peru,Colombia,0,1,2012-06-03,international-fifa-world-cup-qualification
Puerto Rico,Nicaragua,1,1,2012-06-03,international-friendly
South Africa,Ethiopia,1,1,2012-06-03,international-fifa-world-cup-qualification
Spain,China PR,1,0,2012-06-03,international-friendly
Tahiti,New Caledonia,4,3,2012-06-03,international-oceania-nations-cup
Togo,Libya,1,1,2012-06-03,international-fifa-world-cup-qualification
Uzbekistan,Iran,0,1,2012-06-03,international-fifa-world-cup-qualification
Vanuatu,Samoa,5,0,2012-06-03,international-oceania-nations-cup
Zimbabwe,Guinea,0,1,2012-06-03,international-fifa-world-cup-qualification
Hungary,Republic of Ireland,0,0,2012-06-04,international-friendly
Papua New Guinea,New Zealand,1,2,2012-06-04,international-oceania-nations-cup
Solomon Islands,Fiji,0,0,2012-06-04,international-oceania-nations-cup
Iraqi Kurdistan,Western Sahara,6,0,2012-06-04,international-viva-world-cup
Zanzibar,Raetia,6,0,2012-06-04,international-viva-world-cup
Northern Cyprus,Darfur,15,0,2012-06-04,international-viva-world-cup
Armenia,Kazakhstan,3,0,2012-06-05,international-friendly
Austria,Romania,0,0,2012-06-05,international-friendly
France,Estonia,4,0,2012-06-05,international-friendly
New Caledonia,Samoa,9,0,2012-06-05,international-oceania-nations-cup
Philippines,Indonesia,2,2,2012-06-05,international-friendly
Sweden,Serbia,2,1,2012-06-05,international-friendly
Tahiti,Vanuatu,4,1,2012-06-05,international-oceania-nations-cup
Turkey,Ukraine,2,0,2012-06-05,international-friendly
Western Sahara,Occitania,2,6,2012-06-05,international-viva-world-cup
Raetia,Tamil Eelam,1,0,2012-06-05,international-viva-world-cup
Darfur,Provence,0,18,2012-06-05,international-viva-world-cup
Papua New Guinea,Fiji,1,1,2012-06-06,international-oceania-nations-cup
Solomon Islands,New Zealand,1,1,2012-06-06,international-oceania-nations-cup
Iraqi Kurdistan,Occitania,1,0,2012-06-06,international-viva-world-cup
Tamil Eelam,Zanzibar,0,3,2012-06-06,international-viva-world-cup
Provence,Northern Cyprus,2,1,2012-06-06,international-viva-world-cup
Belarus,Lithuania,1,1,2012-06-07,international-friendly
Western Sahara,Darfur,5,1,2012-06-07,international-viva-world-cup
Occitania,Tamil Eelam,7,0,2012-06-07,international-viva-world-cup
Bahrain,Kuwait,1,1,2012-06-08,international-friendly
China PR,Vietnam,3,0,2012-06-08,international-friendly
Costa Rica,El Salvador,2,2,2012-06-08,international-fifa-world-cup-qualification
Cuba,Canada,0,1,2012-06-08,international-fifa-world-cup-qualification
Honduras,Panama,0,2,2012-06-08,international-fifa-world-cup-qualification
Jamaica,Guatemala,2,1,2012-06-08,international-fifa-world-cup-qualification
Japan,Jordan,6,0,2012-06-08,international-fifa-world-cup-qualification
Lebanon,Uzbekistan,1,1,2012-06-08,international-fifa-world-cup-qualification
Mexico,Guyana,3,1,2012-06-08,international-fifa-world-cup-qualification
New Zealand,New Caledonia,0,2,2012-06-08,international-oceania-nations-cup
Oman,Australia,0,0,2012-06-08,international-fifa-world-cup-qualification
Poland,Greece,1,1,2012-06-08,international-uefa-euro
Qatar,South Korea,1,4,2012-06-08,international-fifa-world-cup-qualification
Russia,Czech Republic,4,1,2012-06-08,international-uefa-euro
Singapore,Malaysia,2,2,2012-06-08,international-friendly
Solomon Islands,Tahiti,0,1,2012-06-08,international-oceania-nations-cup
United States,Antigua and Barbuda,3,1,2012-06-08,international-fifa-world-cup-qualification
Western Sahara,Raetia,3,0,2012-06-08,international-viva-world-cup
Iraqi Kurdistan,Provence,2,1,2012-06-08,international-viva-world-cup
Zanzibar,Northern Cyprus,0,2,2012-06-08,international-viva-world-cup
Bolivia,Paraguay,3,1,2012-06-09,international-fifa-world-cup-qualification
Botswana,South Africa,1,1,2012-06-09,international-fifa-world-cup-qualification
Brazil,Argentina,3,4,2012-06-09,international-friendly
Cape Verde,Tunisia,1,2,2012-06-09,international-fifa-world-cup-qualification
Congo,Niger,1,0,2012-06-09,international-fifa-world-cup-qualification
Equatorial Guinea,Sierra Leone,2,2,2012-06-09,international-fifa-world-cup-qualification
French Guiana,Suriname,2,1,2012-06-09,international-friendly
Gabon,Burkina Faso,1,0,2012-06-09,international-fifa-world-cup-qualification
Germany,Portugal,1,0,2012-06-09,international-uefa-euro
Malawi,Nigeria,1,1,2012-06-09,international-fifa-world-cup-qualification
Morocco,Ivory Coast,2,2,2012-06-09,international-fifa-world-cup-qualification
Namibia,Kenya,1,0,2012-06-09,international-fifa-world-cup-qualification
Netherlands,Denmark,0,1,2012-06-09,international-uefa-euro
Uganda,Senegal,1,1,2012-06-09,international-fifa-world-cup-qualification
Venezuela,Chile,0,2,2012-06-09,international-fifa-world-cup-qualification
Zambia,Ghana,1,0,2012-06-09,international-fifa-world-cup-qualification
Tamil Eelam,Raetia,4,0,2012-06-09,international-viva-world-cup
Occitania,Western Sahara,3,1,2012-06-09,international-viva-world-cup
Provence,Zanzibar,2,7,2012-06-09,international-viva-world-cup
Iraqi Kurdistan,Northern Cyprus,2,1,2012-06-09,international-viva-world-cup
DR Congo,Togo,2,0,2012-06-10,international-fifa-world-cup-qualification
Ecuador,Colombia,1,0,2012-06-10,international-fifa-world-cup-qualification
Ethiopia,Central African Republic,2,0,2012-06-10,international-fifa-world-cup-qualification
Guinea,Egypt,2,3,2012-06-10,international-fifa-world-cup-qualification
Hong Kong,Vietnam,1,2,2012-06-10,international-friendly
Republic of Ireland,Croatia,1,3,2012-06-10,international-uefa-euro
Lesotho,Sudan,0,0,2012-06-10,international-fifa-world-cup-qualification
Liberia,Angola,0,0,2012-06-10,international-fifa-world-cup-qualification
Libya,Cameroon,2,1,2012-06-10,international-fifa-world-cup-qualification
Mali,Algeria,2,1,2012-06-10,international-fifa-world-cup-qualification
Mozambique,Zimbabwe,0,0,2012-06-10,international-fifa-world-cup-qualification
Rwanda,Benin,1,1,2012-06-10,international-fifa-world-cup-qualification
Solomon Islands,New Zealand,3,4,2012-06-10,international-oceania-nations-cup
Spain,Italy,1,1,2012-06-10,international-uefa-euro
Tahiti,New Caledonia,1,0,2012-06-10,international-oceania-nations-cup
Tanzania,Gambia,2,1,2012-06-10,international-fifa-world-cup-qualification
Uruguay,Peru,4,2,2012-06-10,international-fifa-world-cup-qualification
Monaco,Raetia,1,2,2012-06-10,international-friendly
France,England,1,1,2012-06-11,international-uefa-euro
Ukraine,Sweden,2,1,2012-06-11,international-uefa-euro
Antigua and Barbuda,Jamaica,0,0,2012-06-12,international-fifa-world-cup-qualification
Australia,Japan,1,1,2012-06-12,international-fifa-world-cup-qualification
Bahrain,Kuwait,0,1,2012-06-12,international-friendly
Canada,Honduras,0,0,2012-06-12,international-fifa-world-cup-qualification
El Salvador,Mexico,1,2,2012-06-12,international-fifa-world-cup-qualification
Greece,Czech Republic,1,2,2012-06-12,international-uefa-euro
Guatemala,United States,1,1,2012-06-12,international-fifa-world-cup-qualification
Guyana,Costa Rica,0,4,2012-06-12,international-fifa-world-cup-qualification
Iran,Qatar,0,0,2012-06-12,international-fifa-world-cup-qualification
Iraq,Oman,1,1,2012-06-12,international-fifa-world-cup-qualification
South Korea,Lebanon,3,0,2012-06-12,international-fifa-world-cup-qualification
Malaysia,Singapore,2,0,2012-06-12,international-friendly
Panama,Cuba,1,0,2012-06-12,international-fifa-world-cup-qualification
Philippines,Guam,3,0,2012-06-12,international-friendly
Poland,Russia,1,1,2012-06-12,international-uefa-euro
Denmark,Portugal,2,3,2012-06-13,international-uefa-euro
Netherlands,Germany,1,2,2012-06-13,international-uefa-euro
Italy,Croatia,1,1,2012-06-14,international-uefa-euro
